"","id","spec","num","log1","freq","freqlog","bin"
"77",7,"Тур",4,"1,609437912","0,444444444","0,357667997",1
"78",8,"Благородный",403,"6,001414878","0,24648318","0,260935523",1
"79",8,"Большерогий",0,"0","0","0",0
"80",8,"Зубр",0,"0","0","0",0
"81",8,"Кабан",298,"5,700443573","0,182262997","0,247849591",1
"82",8,"Кабарга",0,"0","0","0",0
"83",8,"Косуля",95,"4,564348191","0,058103976","0,198453299",1
"84",8,"Кулан",0,"0","0","0",0
"85",8,"Лось",0,"0","0","0",0
"86",8,"Сайгак",0,"0","0","0",0
"87",8,"Северный",0,"0","0","0",0
"88",8,"Тур",839,"6,733401892","0,513149847","0,292761587",1
"89",9,"Благородный",6,"1,945910149","0,181818182","0,283117091",1
"90",9,"Большерогий",0,"0","0","0",0
"91",9,"Зубр",0,"0","0","0",0
"92",9,"Кабан",5,"1,791759469","0,151515152","0,260689184",1
"93",9,"Кабарга",0,"0","0","0",0
"94",9,"Косуля",0,"0","0","0",0
"95",9,"Кулан",0,"0","0","0",0
"96",9,"Лось",0,"0","0","0",0
"97",9,"Сайгак",0,"0","0","0",0
"98",9,"Северный",0,"0","0","0",0
"99",9,"Тур",22,"3,135494216","0,666666667","0,456193726",1
"100",10,"Благородный",2,"1,098612289","0,222222222","0,268324337",1
"101",10,"Большерогий",0,"0","0","0",0
"102",10,"Зубр",0,"0","0","0",0
"103",10,"Кабан",3,"1,386294361","0,333333333","0,338587615",1
"104",10,"Кабарга",0,"0","0","0",0
"105",10,"Косуля",0,"0","0","0",0
"106",10,"Кулан",0,"0","0","0",0
"107",10,"Лось",0,"0","0","0",0
"108",10,"Сайгак",0,"0","0","0",0
"109",10,"Северный",0,"0","0","0",0
"110",10,"Тур",4,"1,609437912","0,444444444","0,393088048",1
"111",11,"Благородный",1,"0,693147181","0,5","0,5",1
"112",11,"Большерогий",0,"0","0","0",0
"113",11,"Зубр",0,"0","0","0",0
"114",11,"Кабан",0,"0","0","0",0
"115",11,"Кабарга",0,"0","0","0",0
"116",11,"Косуля",0,"0","0","0",0
"117",11,"Кулан",0,"0","0","0",0
"118",11,"Лось",0,"0","0","0",0
"119",11,"Сайгак",0,"0","0","0",0
"120",11,"Северный",0,"0","0","0",0
"121",11,"Тур",1,"0,693147181","0,5","0,5",1
"122",12,"Благородный",1,"0,693147181","0,333333333","0,386852807",1
"123",12,"Большерогий",0,"0","0","0",0
"124",12,"Зубр",0,"0","0","0",0
"125",12,"Кабан",0,"0","0","0",0
"126",12,"Кабарга",0,"0","0","0",0
"127",12,"Косуля",0,"0","0","0",0
"128",12,"Кулан",0,"0","0","0",0
"129",12,"Лось",0,"0","0","0",0
"130",12,"Сайгак",0,"0","0","0",0
"131",12,"Северный",0,"0","0","0",0
"132",12,"Тур",2,"1,098612289","0,666666667","0,613147193",1
"133",13,"Благородный",419,"6,040254711","0,378158845","0,279947648",1
"134",13,"Большерогий",0,"0","0","0",0
"135",13,"Зубр",0,"0","0","0",0
"136",13,"Кабан",233,"5,455321115","0,210288809","0,252837735",1
"137",13,"Кабарга",0,"0","0","0",0
"138",13,"Косуля",59,"4,094344562","0,053249097","0,189760563",1
"139",13,"Кулан",0,"0","0","0",0
"140",13,"Лось",0,"0","0","0",0
"141",13,"Сайгак",0,"0","0","0",0
"142",13,"Северный",0,"0","0","0",0
"143",13,"Тур",397,"5,986452005","0,358303249","0,277454055",1
"144",14,"Благородный",4,"1,609437912","0,222222222","0,286541482",1
"145",14,"Большерогий",0,"0","0","0",0
"146",14,"Зубр",0,"0","0","0",0
"147",14,"Кабан",4,"1,609437912","0,222222222","0,286541482",1
"148",14,"Кабарга",0,"0","0","0",0
"149",14,"Косуля",0,"0","0","0",0
"150",14,"Кулан",0,"0","0","0",0
"151",14,"Лось",0,"0","0","0",0
"152",14,"Сайгак",0,"0","0","0",0
"153",14,"Северный",0,"0","0","0",0
"154",14,"Тур",10,"2,397895273","0,555555556","0,426917037",1
"155",15,"Благородный",2,"1,098612289","0,153846154","0,262220244",1
"156",15,"Большерогий",0,"0","0","0",0
"157",15,"Зубр",0,"0","0","0",0
"158",15,"Кабан",1,"0,693147181","0,076923077","0,165442554",1
"159",15,"Кабарга",0,"0","0","0",0
"160",15,"Косуля",0,"0","0","0",0
"161",15,"Кулан",0,"0","0","0",0
"162",15,"Лось",0,"0","0","0",0
"163",15,"Сайгак",0,"0","0","0",0
"164",15,"Северный",0,"0","0","0",0
"165",15,"Тур",10,"2,397895273","0,769230769","0,572337202",1
"166",16,"Благородный",0,"0","0","0",0
"167",16,"Большерогий",0,"0","0","0",0
"168",16,"Зубр",0,"0","0","0",0
"169",16,"Кабан",0,"0","0","0",0
"170",16,"Кабарга",0,"0","0","0",0
"171",16,"Косуля",0,"0","0","0",0
"172",16,"Кулан",0,"0","0","0",0
"173",16,"Лось",0,"0","0","0",0
"174",16,"Сайгак",0,"0","0","0",0
"175",16,"Северный",0,"0","0","0",0
"176",16,"Тур",2,"1,098612289","1","1",1
"177",17,"Благородный",1,"0,693147181","1","1",1
"178",17,"Большерогий",0,"0","0","0",0
"179",17,"Зубр",0,"0","0","0",0
"180",17,"Кабан",0,"0","0","0",0
"181",17,"Кабарга",0,"0","0","0",0
"182",17,"Косуля",0,"0","0","0",0
"183",17,"Кулан",0,"0","0","0",0
"184",17,"Лось",0,"0","0","0",0
"185",17,"Сайгак",0,"0","0","0",0
"186",17,"Северный",0,"0","0","0",0
"187",17,"Тур",0,"0","0","0",0
"188",18,"Благородный",1,"0,693147181","0,142857143","0,2",1
"189",18,"Большерогий",0,"0","0","0",0
"190",18,"Зубр",0,"0","0","0",0
"191",18,"Кабан",3,"1,386294361","0,428571429","0,4",1
"192",18,"Кабарга",0,"0","0","0",0
"193",18,"Косуля",0,"0","0","0",0
"194",18,"Кулан",0,"0","0","0",0
"195",18,"Лось",0,"0","0","0",0
"196",18,"Сайгак",0,"0","0","0",0
"197",18,"Северный",0,"0","0","0",0
"198",18,"Тур",3,"1,386294361","0,428571429","0,4",1
"199",19,"Благородный",5,"1,791759469","0,833333333","0,721057054",1
"200",19,"Большерогий",0,"0","0","0",0
"201",19,"Зубр",0,"0","0","0",0
"202",19,"Кабан",0,"0","0","0",0
"203",19,"Кабарга",0,"0","0","0",0
"204",19,"Косуля",1,"0,693147181","0,166666667","0,278942946",1
"205",19,"Кулан",0,"0","0","0",0
"206",19,"Лось",0,"0","0","0",0
"207",19,"Сайгак",0,"0","0","0",0
"208",19,"Северный",0,"0","0","0",0
"209",19,"Тур",0,"0","0","0",0
"210",20,"Благородный",2,"1,098612289","0,333333333","0,333333333",1
"211",20,"Большерогий",0,"0","0","0",0
"212",20,"Зубр",0,"0","0","0",0
"213",20,"Кабан",0,"0","0","0",0
"214",20,"Кабарга",0,"0","0","0",0
"215",20,"Косуля",2,"1,098612289","0,333333333","0,333333333",1
"216",20,"Кулан",0,"0","0","0",0
"217",20,"Лось",0,"0","0","0",0
"218",20,"Сайгак",0,"0","0","0",0
"219",20,"Северный",0,"0","0","0",0
"220",20,"Тур",2,"1,098612289","0,333333333","0,333333333",1
"221",21,"Благородный",7,"2,079441542","0,875","0,75",1
"222",21,"Большерогий",0,"0","0","0",0
"223",21,"Зубр",0,"0","0","0",0
"224",21,"Кабан",0,"0","0","0",0
"225",21,"Кабарга",0,"0","0","0",0
"226",21,"Косуля",0,"0","0","0",0
"227",21,"Кулан",0,"0","0","0",0
"228",21,"Лось",0,"0","0","0",0
"229",21,"Сайгак",0,"0","0","0",0
"230",21,"Северный",0,"0","0","0",0
"231",21,"Тур",1,"0,693147181","0,125","0,25",1
"232",22,"Благородный",4,"1,609437912","0,285714286","0,309927072",1
"233",22,"Большерогий",0,"0","0","0",0
"234",22,"Зубр",0,"0","0","0",0
"235",22,"Кабан",5,"1,791759469","0,357142857","0,345036464",1
"236",22,"Кабарга",0,"0","0","0",0
"237",22,"Косуля",0,"0","0","0",0
"238",22,"Кулан",0,"0","0","0",0
"239",22,"Лось",0,"0","0","0",0
"240",22,"Сайгак",0,"0","0","0",0
"241",22,"Северный",0,"0","0","0",0
"242",22,"Тур",5,"1,791759469","0,357142857","0,345036464",1
"243",23,"Благородный",24,"3,218875825","0,857142857","0,607527938",1
"244",23,"Большерогий",0,"0","0","0",0
"245",23,"Зубр",0,"0","0","0",0
"246",23,"Кабан",3,"1,386294361","0,107142857","0,261648041",1
"247",23,"Кабарга",0,"0","0","0",0
"248",23,"Косуля",0,"0","0","0",0
"249",23,"Кулан",0,"0","0","0",0
"250",23,"Лось",0,"0","0","0",0
"251",23,"Сайгак",0,"0","0","0",0
"252",23,"Северный",0,"0","0","0",0
"253",23,"Тур",1,"0,693147181","0,035714286","0,130824021",1
"254",24,"Благородный",3,"1,386294361","0,333333333","0,416029195",1
"255",24,"Большерогий",0,"0","0","0",0
"256",24,"Зубр",0,"0","0","0",0
"257",24,"Кабан",0,"0","0","0",0
"258",24,"Кабарга",0,"0","0","0",0
"259",24,"Косуля",0,"0","0","0",0
"260",24,"Кулан",0,"0","0","0",0
"261",24,"Лось",0,"0","0","0",0
"262",24,"Сайгак",0,"0","0","0",0
"263",24,"Северный",0,"0","0","0",0
"264",24,"Тур",6,"1,945910149","0,666666667","0,583970805",1
"265",25,"Благородный",2,"1,098612289","1","1",1
"266",25,"Большерогий",0,"0","0","0",0
"267",25,"Зубр",0,"0","0","0",0
"268",25,"Кабан",0,"0","0","0",0
"269",25,"Кабарга",0,"0","0","0",0
"270",25,"Косуля",0,"0","0","0",0
"271",25,"Кулан",0,"0","0","0",0
"272",25,"Лось",0,"0","0","0",0
"273",25,"Сайгак",0,"0","0","0",0
"274",25,"Северный",0,"0","0","0",0
"275",25,"Тур",0,"0","0","0",0
"276",26,"Благородный",122,"4,812184355","0,829931973","0,480971158",1
"277",26,"Большерогий",0,"0","0","0",0
"278",26,"Зубр",0,"0","0","0",0
"279",26,"Кабан",11,"2,48490665","0,074829932","0,248362976",1
"280",26,"Кабарга",0,"0","0","0",0
"281",26,"Косуля",0,"0","0","0",0
"282",26,"Кулан",0,"0","0","0",0
"283",26,"Лось",0,"0","0","0",0
"284",26,"Сайгак",0,"0","0","0",0
"285",26,"Северный",0,"0","0","0",0
"286",26,"Тур",14,"2,708050201","0,095238095","0,270665865",1
"287",27,"Благородный",12,"2,564949357","0,545454545","0,419089005",1
"288",27,"Большерогий",0,"0","0","0",0
"289",27,"Зубр",0,"0","0","0",0
"290",27,"Кабан",4,"1,609437912","0,181818182","0,262967271",1
"291",27,"Кабарга",0,"0","0","0",0
"292",27,"Косуля",0,"0","0","0",0
"293",27,"Кулан",0,"0","0","0",0
"294",27,"Лось",0,"0","0","0",0
"295",27,"Сайгак",0,"0","0","0",0
"296",27,"Северный",0,"0","0","0",0
"297",27,"Тур",6,"1,945910149","0,272727273","0,317943723",1
"298",28,"Благородный",1,"0,693147181","0,25","0,278942946",1
"299",28,"Большерогий",0,"0","0","0",0
"300",28,"Зубр",0,"0","0","0",0
"301",28,"Кабан",0,"0","0","0",0
"302",28,"Кабарга",0,"0","0","0",0
"303",28,"Косуля",2,"1,098612289","0,5","0,442114109",1
"304",28,"Кулан",0,"0","0","0",0
"305",28,"Лось",0,"0","0","0",0
"306",28,"Сайгак",0,"0","0","0",0
"307",28,"Северный",0,"0","0","0",0
"308",28,"Тур",1,"0,693147181","0,25","0,278942946",1
"309",29,"Благородный",0,"0","0","0",0
"310",29,"Большерогий",0,"0","0","0",0
"311",29,"Зубр",0,"0","0","0",0
"312",29,"Кабан",0,"0","0","0",0
"313",29,"Кабарга",0,"0","0","0",0
"314",29,"Косуля",0,"0","0","0",0
"315",29,"Кулан",0,"0","0","0",0
"316",29,"Лось",0,"0","0","0",0
"317",29,"Сайгак",0,"0","0","0",0
"318",29,"Северный",0,"0","0","0",0
"319",29,"Тур",3,"1,386294361","1","1",1
"320",30,"Благородный",1,"0,693147181","0,333333333","0,386852807",1
"321",30,"Большерогий",0,"0","0","0",0
"322",30,"Зубр",0,"0","0","0",0
"323",30,"Кабан",0,"0","0","0",0
"324",30,"Кабарга",0,"0","0","0",0
"325",30,"Косуля",0,"0","0","0",0
"326",30,"Кулан",0,"0","0","0",0
"327",30,"Лось",0,"0","0","0",0
"328",30,"Сайгак",0,"0","0","0",0
"329",30,"Северный",0,"0","0","0",0
"330",30,"Тур",2,"1,098612289","0,666666667","0,613147193",1
"331",31,"Благородный",15,"2,772588722","0,340909091","0,449090505",1
"332",31,"Большерогий",0,"0","0","0",0
"333",31,"Зубр",0,"0","0","0",0
"334",31,"Кабан",0,"0","0","0",0
"335",31,"Кабарга",0,"0","0","0",0
"336",31,"Косуля",29,"3,401197382","0,659090909","0,550909495",1
"337",31,"Кулан",0,"0","0","0",0
"338",31,"Лось",0,"0","0","0",0
"339",31,"Сайгак",0,"0","0","0",0
"340",31,"Северный",0,"0","0","0",0
"341",31,"Тур",0,"0","0","0",0
"342",32,"Благородный",34,"3,555348061","0,693877551","0,487500266",1
"343",32,"Большерогий",0,"0","0","0",0
"344",32,"Зубр",0,"0","0","0",0
"345",32,"Кабан",2,"1,098612289","0,040816327","0,150638918",1
"346",32,"Кабарга",0,"0","0","0",0
"347",32,"Косуля",13,"2,63905733","0,265306122","0,361860816",1
"348",32,"Кулан",0,"0","0","0",0
"349",32,"Лось",0,"0","0","0",0
"350",32,"Сайгак",0,"0","0","0",0
"351",32,"Северный",0,"0","0","0",0
"352",32,"Тур",0,"0","0","0",0
"353",33,"Благородный",1,"0,693147181","0,25","0,333333333",1
"354",33,"Большерогий",0,"0","0","0",0
"355",33,"Зубр",0,"0","0","0",0
"356",33,"Кабан",0,"0","0","0",0
"357",33,"Кабарга",0,"0","0","0",0
"358",33,"Косуля",3,"1,386294361","0,75","0,666666667",1
"359",33,"Кулан",0,"0","0","0",0
"360",33,"Лось",0,"0","0","0",0
"361",33,"Сайгак",0,"0","0","0",0
"362",33,"Северный",0,"0","0","0",0
"363",33,"Тур",0,"0","0","0",0
"364",34,"Благородный",0,"0","0","0",0
"365",34,"Большерогий",0,"0","0","0",0
"366",34,"Зубр",0,"0","0","0",0
"367",34,"Кабан",0,"0","0","0",0
"368",34,"Кабарга",0,"0","0","0",0
"369",34,"Косуля",1,"0,693147181","1","1",1
"370",34,"Кулан",0,"0","0","0",0
"371",34,"Лось",0,"0","0","0",0
"372",34,"Сайгак",0,"0","0","0",0
"373",34,"Северный",0,"0","0","0",0
"374",34,"Тур",0,"0","0","0",0
"375",35,"Благородный",789,"6,672032945","0,525649567","0,303917772",1
"376",35,"Большерогий",0,"0","0","0",0
"377",35,"Зубр",0,"0","0","0",0
"378",35,"Кабан",362,"5,894402834","0,241172552","0,268495943",1
"379",35,"Кабарга",0,"0","0","0",0
"380",35,"Косуля",37,"3,63758616","0,024650233","0,165695687",1
"381",35,"Кулан",0,"0","0","0",0
"382",35,"Лось",0,"0","0","0",0
"383",35,"Сайгак",0,"0","0","0",0
"384",35,"Северный",0,"0","0","0",0
"385",35,"Тур",313,"5,749392986","0,208527648","0,261890599",1
"386",36,"Благородный",4,"1,609437912","0,666666667","0,594316129",1
"387",36,"Большерогий",0,"0","0","0",0
"388",36,"Зубр",0,"0","0","0",0
"389",36,"Кабан",0,"0","0","0",0
"390",36,"Кабарга",0,"0","0","0",0
"391",36,"Косуля",2,"1,098612289","0,333333333","0,405683871",1
"392",36,"Кулан",0,"0","0","0",0
"393",36,"Лось",0,"0","0","0",0
"394",36,"Сайгак",0,"0","0","0",0
"395",36,"Северный",0,"0","0","0",0
"396",36,"Тур",0,"0","0","0",0
"397",37,"Благородный",34,"3,555348061","1","1",1
"398",37,"Большерогий",0,"0","0","0",0
"399",37,"Зубр",0,"0","0","0",0
"400",37,"Кабан",0,"0","0","0",0
"401",37,"Кабарга",0,"0","0","0",0
"402",37,"Косуля",0,"0","0","0",0
"403",37,"Кулан",0,"0","0","0",0
"404",37,"Лось",0,"0","0","0",0
"405",37,"Сайгак",0,"0","0","0",0
"406",37,"Северный",0,"0","0","0",0
"407",37,"Тур",0,"0","0","0",0
"408",38,"Благородный",83,"4,430816799","0,370535714","0,341626435",1
"409",38,"Большерогий",0,"0","0","0",0
"410",38,"Зубр",0,"0","0","0",0
"411",38,"Кабан",69,"4,248495242","0,308035714","0,327569013",1
"412",38,"Кабарга",0,"0","0","0",0
"413",38,"Косуля",0,"0","0","0",0
"414",38,"Кулан",0,"0","0","0",0
"415",38,"Лось",0,"0","0","0",0
"416",38,"Сайгак",0,"0","0","0",0
"417",38,"Северный",0,"0","0","0",0
"418",38,"Тур",72,"4,290459441","0,321428571","0,330804552",1
"419",39,"Благородный",6,"1,945910149","0,461538462","0,359578237",1
"420",39,"Большерогий",0,"0","0","0",0
"421",39,"Зубр",0,"0","0","0",0
"422",39,"Кабан",3,"1,386294361","0,230769231","0,256168705",1
"423",39,"Кабарга",0,"0","0","0",0
"424",39,"Косуля",1,"0,693147181","0,076923077","0,128084353",1
"425",39,"Кулан",0,"0","0","0",0
"426",39,"Лось",0,"0","0","0",0
"427",39,"Сайгак",0,"0","0","0",0
"428",39,"Северный",0,"0","0","0",0
"429",39,"Тур",3,"1,386294361","0,230769231","0,256168705",1
"430",40,"Благородный",279,"5,634789603","0,656470588","0,32537252",1
"431",40,"Большерогий",0,"0","0","0",0
"432",40,"Зубр",0,"0","0","0",0
"433",40,"Кабан",56,"4,043051268","0,131764706","0,233459964",1
"434",40,"Кабарга",0,"0","0","0",0
"435",40,"Косуля",39,"3,688879454","0,091764706","0,213008841",1
"436",40,"Кулан",0,"0","0","0",0
"437",40,"Лось",0,"0","0","0",0
"438",40,"Сайгак",0,"0","0","0",0
"439",40,"Северный",0,"0","0","0",0
"440",40,"Тур",51,"3,951243719","0,12","0,228158674",1
"441",41,"Благородный",1,"0,693147181","0,333333333","0,333333333",1
"442",41,"Большерогий",0,"0","0","0",0
"443",41,"Зубр",0,"0","0","0",0
"444",41,"Кабан",1,"0,693147181","0,333333333","0,333333333",1
"445",41,"Кабарга",0,"0","0","0",0
"446",41,"Косуля",0,"0","0","0",0
"447",41,"Кулан",0,"0","0","0",0
"448",41,"Лось",0,"0","0","0",0
"449",41,"Сайгак",0,"0","0","0",0
"450",41,"Северный",0,"0","0","0",0
"451",41,"Тур",1,"0,693147181","0,333333333","0,333333333",1
"452",42,"Благородный",2,"1,098612289","0,666666667","0,613147193",1
"453",42,"Большерогий",0,"0","0","0",0
"454",42,"Зубр",0,"0","0","0",0
"455",42,"Кабан",0,"0","0","0",0
"456",42,"Кабарга",0,"0","0","0",0
"457",42,"Косуля",0,"0","0","0",0
"458",42,"Кулан",0,"0","0","0",0
"459",42,"Лось",0,"0","0","0",0
"460",42,"Сайгак",0,"0","0","0",0
"461",42,"Северный",0,"0","0","0",0
"462",42,"Тур",1,"0,693147181","0,333333333","0,386852807",1
"463",43,"Благородный",1,"0,693147181","1","1",1
"464",43,"Большерогий",0,"0","0","0",0
"465",43,"Зубр",0,"0","0","0",0
"466",43,"Кабан",0,"0","0","0",0
"467",43,"Кабарга",0,"0","0","0",0
"468",43,"Косуля",0,"0","0","0",0
"469",43,"Кулан",0,"0","0","0",0
"470",43,"Лось",0,"0","0","0",0
"471",43,"Сайгак",0,"0","0","0",0
"472",43,"Северный",0,"0","0","0",0
"473",43,"Тур",0,"0","0","0",0
"474",44,"Благородный",1,"0,693147181","0,333333333","0,386852807",1
"475",44,"Большерогий",0,"0","0","0",0
"476",44,"Зубр",0,"0","0","0",0
"477",44,"Кабан",0,"0","0","0",0
"478",44,"Кабарга",0,"0","0","0",0
"479",44,"Косуля",2,"1,098612289","0,666666667","0,613147193",1
"480",44,"Кулан",0,"0","0","0",0
"481",44,"Лось",0,"0","0","0",0
"482",44,"Сайгак",0,"0","0","0",0
"483",44,"Северный",0,"0","0","0",0
"484",44,"Тур",0,"0","0","0",0
"485",45,"Благородный",8,"2,197224577","0,666666667","0,469278726",1
"486",45,"Большерогий",0,"0","0","0",0
"487",45,"Зубр",0,"0","0","0",0
"488",45,"Кабан",1,"0,693147181","0,083333333","0,148040955",1
"489",45,"Кабарга",0,"0","0","0",0
"490",45,"Косуля",1,"0,693147181","0,083333333","0,148040955",1
"491",45,"Кулан",0,"0","0","0",0
"492",45,"Лось",0,"0","0","0",0
"493",45,"Сайгак",0,"0","0","0",0
"494",45,"Северный",0,"0","0","0",0
"495",45,"Тур",2,"1,098612289","0,166666667","0,234639363",1
"496",46,"Благородный",1,"0,693147181","0,166666667","0,231378213",1
"497",46,"Большерогий",0,"0","0","0",0
"498",46,"Зубр",0,"0","0","0",0
"499",46,"Кабан",4,"1,609437912","0,666666667","0,537243574",1
"500",46,"Кабарга",0,"0","0","0",0
"501",46,"Косуля",0,"0","0","0",0
"502",46,"Кулан",0,"0","0","0",0
"503",46,"Лось",0,"0","0","0",0
"504",46,"Сайгак",0,"0","0","0",0
"505",46,"Северный",0,"0","0","0",0
"506",46,"Тур",1,"0,693147181","0,166666667","0,231378213",1
"507",47,"Благородный",150,"5,017279837","0,627615063","0,365197027",1
"508",47,"Большерогий",0,"0","0","0",0
"509",47,"Зубр",0,"0","0","0",0
"510",47,"Кабан",72,"4,290459441","0,30125523","0,312293331",1
"511",47,"Кабарга",0,"0","0","0",0
"512",47,"Косуля",6,"1,945910149","0,025104603","0,141638622",1
"513",47,"Кулан",0,"0","0","0",0
"514",47,"Лось",0,"0","0","0",0
"515",47,"Сайгак",0,"0","0","0",0
"516",47,"Северный",0,"0","0","0",0
"517",47,"Тур",11,"2,48490665","0,046025105","0,18087102",1
"518",48,"Благородный",1,"0,693147181","1","1",1
"519",48,"Большерогий",0,"0","0","0",0
"520",48,"Зубр",0,"0","0","0",0
"521",48,"Кабан",0,"0","0","0",0
"522",48,"Кабарга",0,"0","0","0",0
"523",48,"Косуля",0,"0","0","0",0
"524",48,"Кулан",0,"0","0","0",0
"525",48,"Лось",0,"0","0","0",0
"526",48,"Сайгак",0,"0","0","0",0
"527",48,"Северный",0,"0","0","0",0
"528",48,"Тур",0,"0","0","0",0
"529",49,"Благородный",1,"0,693147181","1","1",1
"530",49,"Большерогий",0,"0","0","0",0
"531",49,"Зубр",0,"0","0","0",0
"532",49,"Кабан",0,"0","0","0",0
"533",49,"Кабарга",0,"0","0","0",0
"534",49,"Косуля",0,"0","0","0",0
"535",49,"Кулан",0,"0","0","0",0
"536",49,"Лось",0,"0","0","0",0
"537",49,"Сайгак",0,"0","0","0",0
"538",49,"Северный",0,"0","0","0",0
"539",49,"Тур",0,"0","0","0",0
"540",50,"Благородный",37,"3,63758616","0,305785124","0,284734625",1
"541",50,"Большерогий",0,"0","0","0",0
"542",50,"Зубр",0,"0","0","0",0
"543",50,"Кабан",30,"3,433987204","0,247933884","0,268797773",1
"544",50,"Кабарга",0,"0","0","0",0
"545",50,"Косуля",5,"1,791759469","0,041322314","0,140251238",1
"546",50,"Кулан",0,"0","0","0",0
"547",50,"Лось",0,"0","0","0",0
"548",50,"Сайгак",0,"0","0","0",0
"549",50,"Северный",0,"0","0","0",0
"550",50,"Тур",49,"3,912023005","0,404958678","0,306216363",1
"551",51,"Благородный",1,"0,693147181","1","1",1
"552",51,"Большерогий",0,"0","0","0",0
"553",51,"Зубр",0,"0","0","0",0
"554",51,"Кабан",0,"0","0","0",0
"555",51,"Кабарга",0,"0","0","0",0
"556",51,"Косуля",0,"0","0","0",0
"557",51,"Кулан",0,"0","0","0",0
"558",51,"Лось",0,"0","0","0",0
"559",51,"Сайгак",0,"0","0","0",0
"560",51,"Северный",0,"0","0","0",0
"561",51,"Тур",0,"0","0","0",0
"562",52,"Благородный",0,"0","0","0",0
"563",52,"Большерогий",0,"0","0","0",0
"564",52,"Зубр",0,"0","0","0",0
"565",52,"Кабан",0,"0","0","0",0
"566",52,"Кабарга",0,"0","0","0",0
"567",52,"Косуля",1,"0,693147181","1","1",1
